REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,METRIC,METRIC_NAME,METRIC_VALUE
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,10695
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",159
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",142
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,440
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,1085
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,9200
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,10
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,86
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,655
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,65
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,10
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,144
01/06/2025,30/06/2025,Latest Available Data,Age Group,45 to 54,People aged 45 to 54,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,1290
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,370
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,265
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,5300
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,4745
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",75
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",67
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,230
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,455
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,4075
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,10
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,86
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,280
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,30
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,10
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,141
01/06/2025,30/06/2025,Latest Available Data,Age Group,55 to 64,People aged 55 to 64,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,520
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,60
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,40
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,840
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,755
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",8
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",7
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,35
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,70
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,655
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,9
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,87
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,50
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,5
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,130
01/06/2025,30/06/2025,Latest Available Data,Age Group,65 and Over,People aged 65 or over,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,80
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,UNKNOWN,UNKNOWN,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,*
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,4930
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,2770
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,81240
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,73680
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",1264
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",1147
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,2170
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,12665
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,59775
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,17
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,81
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,4010
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,385
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,65
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,60
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,659
01/06/2025,30/06/2025,Latest Available Data,Age Group,Under 10,People aged under 10,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,5325
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,16379
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,9817
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,6562
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,10895
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,5747
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,5148
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,256192
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,230442
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,153386
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,138025
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,102882
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,92453
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",453.5173083
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",407.9340321
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",1302.68699
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",1172.228051
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",230.0816519
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",206.7586066
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,8854
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,31996
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,191571
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4842
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4012
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,23080
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,111680
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,8917
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,79907
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3.842181547
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13.88462173
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,83.13198115
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3.508060134
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4.339502234
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,16.7216084
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,80.9128781
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,9.644900652
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,86.42986166
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,12823
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,7767
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,5057
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,1381
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,847
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,534
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,270
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,131
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,139
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,173
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,122
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,51
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,285
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,560
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,131
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,20035
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,9584
01/06/2025,30/06/2025,Latest Available Data,England,England,England,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,10451
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,9365
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,5675
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,3690
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,7065
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,3595
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,3470
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,150330
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,134855
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,94825
01/06/2025,30/06/2025,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,85300
